,dn_unstable_t,dn_unstable_p,dn_t,dn_p,dn_stable
0,0.07241230004144766,0.11411792298852914,0.06496677415119997,0.10054497763018726,0.009413523297347922
0,0.05642566748722367,0.07591069382709481,0.04171305843483633,0.06959678152604797,0.01783385866703941
0,0.06209292240703003,0.08951489947127415,0.055046252867102394,0.08386929167254112,0.007967627875509501
